

52.0,0.15846982525737036,30.663101548069854,izquierda

54.0,0.19699079303419456,53.502214224355,izquierda

54.0,0.16031048344168441,55.453079895540405,izquierda

54.0,0.1942417832439759,53.39197480432935,izquierda

48.0,0.16027153397391902,53.61394667515185,izquierda

54.0,0.1980787019663886,54.94010438315615,izquierda

54.0,0.20306230440264383,22.181552064013502,izquierda

51.0,0.16473568928294452,9.570357104294292,izquierda

54.0,0.19817750651614008,61.10632744052005,derecha

54.0,0.19596633722512036,79.93131939009814,derecha

54.0,0.1953898839948277,321.28103951252183,derecha

54.0,0.19883711581931487,149.20270962390913,derecha

54.0,0.19835821193002934,157.71443624591387,derecha

54.0,0.1615863783945767,174.58824002965997,derecha

54.0,0.19901095169912375,77.19065238517044,iz_der

54.0,0.1993351455090141,120.67273099933205,iz_der

52.0,0.16249524818073205,97.54994247651042,iz_der

54.0,0.19899487350594097,92.3504150386659,iz_der

54.0,0.19825095966635692,116.77868577937161,iz_der

54.0,0.1993351455090141,90.96967212566491,iz_der
52.0,0.16285587732160312,399.1907832941084,derecha
54.0,0.19189550420672807,689.5437799621416,izquierda
56.8,0.207782742539967,9.361440294535555,derecha
